storm_id,timestamp,t_hours,lng,lat,wind_speed,pressure
2025_0027,2025-10-13T12:00:00Z,144,145.3,34.0,35,975
2025_0027,2025-10-13T18:00:00Z,150,148.0,34.3,33,980
2025_0027,2025-10-14T00:00:00Z,156,151.4,34.6,33,980
2025_0027,2025-10-14T06:00:00Z,162,154.7,35.0,33,980
2025_0027,2025-10-14T12:00:00Z,168,158.0,35.6,30,985
2025_0027,2025-10-14T18:00:00Z,174,161.3,35.8,28,990
2025_0027,2025-10-15T00:00:00Z,180,164.4,35.8,23,995
2025_0027,2025-10-15T06:00:00Z,186,168.2,35.8,18,1002
2025_0027,2025-10-15T12:00:00Z,192,171.8,36.0,15,1005
2025_0027,2025-10-15T18:00:00Z,198,175.2,36.9,13,1008
2025_0027,2025-10-16T00:00:00Z,204,178.2,37.6,13,1008
2025_0027,2025-10-16T06:00:00Z,210,182.3,38.9,13,1008
2025_0028,2025-10-16T18:00:00Z,0,132.6,13.7,13,1002
2025_0028,2025-10-17T00:00:00Z,6,131.5,13.7,13,1002
2025_0028,2025-10-17T06:00:00Z,12,130.2,13.5,13,1002
2025_0028,2025-10-17T12:00:00Z,18,128.8,13.2,15,1000
2025_0028,2025-10-17T18:00:00Z,24,127.2,12.9,18,998
2025_0028,2025-10-18T00:00:00Z,30,126.1,12.9,18,998
2025_0028,2025-10-18T06:00:00Z,36,124.9,13.0,18,998
2025_0028,2025-10-18T12:00:00Z,42,123.5,13.5,18,998
2025_0028,2025-10-18T18:00:00Z,48,122.5,13.9,20,995
2025_0028,2025-10-19T00:00:00Z,54,121.4,14.2,20,995
2025_0028,2025-10-19T06:00:00Z,60,119.9,15.0,20,995
2025_0028,2025-10-19T12:00:00Z,66,119.0,16.0,23,990
2025_0028,2025-10-19T18:00:00Z,72,117.7,17.2,23,990
2025_0028,2025-10-20T00:00:00Z,78,116.7,18.0,23,990
2025_0028,2025-10-20T06:00:00Z,84,115.6,18.4,23,990
2025_0028,2025-10-20T12:00:00Z,90,114.3,18.5,25,985
2025_0028,2025-10-20T18:00:00Z,96,113.2,18.1,25,985
2025_0028,2025-10-21T00:00:00Z,102,112.8,18.0,25,985
2025_0028,2025-10-21T06:00:00Z,108,112.3,17.8,28,982
2025_0028,2025-10-21T12:00:00Z,114,111.8,17.6,33,975
2025_0028,2025-10-21T18:00:00Z,120,111.4,17.5,33,975
2025_0028,2025-10-22T00:00:00Z,126,111.0,17.5,33,975
2025_0028,2025-10-22T06:00:00Z,132,110.2,17.3,30,980
2025_0028,2025-10-22T12:00:00Z,138,109.6,16.7,23,990
2025_0028,2025-10-22T18:00:00Z,144,109.0,16.2,18,998
2025_0028,2025-10-23T00:00:00Z,150,108.5,16.1,15,1000
2025_0028,2025-10-23T06:00:00Z,156,108.2,15.8,13,1005
2025_0029,2025-10-31T12:00:00Z,0,140.3,8.0,13,1005
2025_0029,2025-10-31T18:00:00Z,6,139.7,8.5,13,1005
2025_0029,2025-11-01T00:00:00Z,12,139.0,9.0,15,1002
2025_0029,2025-11-01T06:00:00Z,18,138.1,9.7,15,1002
2025_0029,2025-11-01T12:00:00Z,24,137.1,10.3,18,998
2025_0029,2025-11-01T18:00:00Z,30,135.9,10.6,20,995
2025_0029,2025-11-02T00:00:00Z,36,134.9,10.9,23,990
2025_0029,2025-11-02T06:00:00Z,42,133.4,11.1,25,988
2025_0029,2025-11-02T12:00:00Z,48,131.7,11.1,28,985
2025_0029,2025-11-02T18:00:00Z,54,130.0,10.8,30,980
2025_0029,2025-11-03T00:00:00Z,60,128.8,10.5,33,975
2025_0029,2025-11-03T06:00:00Z,66,127.7,10.4,38,965
2025_0029,2025-11-03T12:00:00Z,72,126.2,10.6,42,955
2025_0029,2025-11-03T18:00:00Z,78,124.4,10.6,40,960
2025_0029,2025-11-04T00:00:00Z,84,123.0,10.8,38,965
2025_0029,2025-11-04T06:00:00Z,90,122.0,10.4,38,965
2025_0029,2025-11-04T12:00:00Z,96,120.8,10.8,38,965
2025_0029,2025-11-04T18:00:00Z,102,119.8,11.0,38,965
2025_0029,2025-11-05T00:00:00Z,108,119.1,11.4,40,960
2025_0029,2025-11-05T06:00:00Z,114,117.5,11.9,42,955
2025_0029,2025-11-05T12:00:00Z,120,116.1,12.5,42,955
2025_0029,2025-11-05T18:00:00Z,126,114.3,13.2,50,945
2025_0029,2025-11-06T00:00:00Z,132,112.2,13.1,52,940
2025_0029,2025-11-06T06:00:00Z,138,110.6,13.3,52,940
2025_0029,2025-11-06T12:00:00Z,144,109.1,13.7,42,955
2025_0029,2025-11-06T18:00:00Z,150,108.0,14.1,28,985
2025_0029,2025-11-07T00:00:00Z,156,106.8,14.4,18,1000
2025_0029,2025-11-07T06:00:00Z,162,105.5,14.7,15,1004
2025_0029,2025-11-07T12:00:00Z,168,104.2,15.2,10,1008
2025_0030,2025-11-05T00:00:00Z,0,143.2,8.2,15,1000
2025_0030,2025-11-05T06:00:00Z,6,142.7,8.7,15,1000
2025_0030,2025-11-05T12:00:00Z,12,141.7,9.1,15,1000
2025_0030,2025-11-05T18:00:00Z,18,141.3,9.5,18,998
2025_0030,2025-11-06T00:00:00Z,24,140.8,10.0,20,995
2025_0030,2025-11-06T06:00:00Z,30,140.2,10.1,20,995
2025_0030,2025-11-06T12:00:00Z,36,139.4,10.4,23,990
2025_0030,2025-11-06T18:00:00Z,42,138.8,10.8,25,985
2025_0030,2025-11-07T00:00:00Z,48,138.1,11.4,28,982
2025_0030,2025-11-07T06:00:00Z,54,136.6,11.8,30,980
2025_0030,2025-11-07T12:00:00Z,60,135.4,12.0,33,975
2025_0030,2025-11-07T18:00:00Z,66,134.3,12.1,35,970
2025_0030,2025-11-08T00:00:00Z,72,132.3,12.6,38,965
2025_0030,2025-11-08T06:00:00Z,78,130.7,13.0,42,955
2025_0030,2025-11-08T12:00:00Z,84,128.3,13.3,48,945
2025_0030,2025-11-08T18:00:00Z,90,126.4,13.8,52,935
2025_0030,2025-11-09T00:00:00Z,96,124.8,14.3,52,935
2025_0030,2025-11-09T06:00:00Z,102,123.3,14.9,52,935
2025_0030,2025-11-09T12:00:00Z,108,121.9,15.9,48,945
2025_0030,2025-11-09T18:00:00Z,114,120.0,16.6,42,955
2025_0030,2025-11-10T00:00:00Z,120,119.2,17.1,38,965
2025_0030,2025-11-10T06:00:00Z,126,118.8,17.6,35,970
2025_0030,2025-11-10T12:00:00Z,132,118.5,18.2,35,970
2025_0030,2025-11-10T18:00:00Z,138,118.3,19.0,35,970
2025_0030,2025-11-11T00:00:00Z,144,118.2,19.5,33,975
2025_0030,2025-11-11T06:00:00Z,150,118.5,20.2,30,980
2025_0030,2025-11-11T12:00:00Z,156,118.8,20.7,28,982
2025_0030,2025-11-11T15:00:00Z,159,118.9,20.9,25,985
2025_0030,2025-11-11T18:00:00Z,162,118.9,21.2,25,985
2025_0030,2025-11-11T21:00:00Z,165,119.0,21.4,25,985
2025_0030,2025-11-12T00:00:00Z,168,119.2,21.5,23,990
2025_0030,2025-11-12T03:00:00Z,171,119.5,21.7,23,990
2025_0030,2025-11-12T06:00:00Z,174,119.9,21.8,23,990
2025_0030,2025-11-12T09:00:00Z,177,120.3,22.0,23,990
2025_0030,2025-11-12T12:00:00Z,180,120.8,22.1,20,995
2025_0030,2025-11-12T18:00:00Z,186,121.8,23.1,18,998
2025_0030,2025-11-13T00:00:00Z,192,123.0,24.8,18,998
2025_0030,2025-11-13T06:00:00Z,198,124.8,25.4,18,998
2025_0030,2025-11-13T12:00:00Z,204,126.9,25.8,15,1000
2025_0031,2025-11-23T18:00:00Z,0,128.7,8.6,13,1002
2025_0031,2025-11-24T00:00:00Z,6,127.1,9.0,15,1000
2025_0031,2025-11-24T06:00:00Z,12,126.4,9.4,15,1000
2025_0031,2025-11-24T12:00:00Z,18,125.3,9.6,15,1000
2025_0031,2025-11-24T18:00:00Z,24,124.0,10.0,15,1000
2025_0031,2025-11-25T00:00:00Z,30,122.4,10.3,15,1000
2025_0031,2025-11-25T06:00:00Z,36,121.1,10.7,15,1000
2025_0031,2025-11-25T12:00:00Z,42,120.2,11.4,18,998
2025_0031,2025-11-25T18:00:00Z,48,119.2,11.8,23,992
2025_0031,2025-11-26T00:00:00Z,54,117.6,12.2,25,990
2025_0031,2025-11-26T06:00:00Z,60,116.5,12.1,28,985
2025_0031,2025-11-26T12:00:00Z,66,115.4,12.5,30,980
2025_0031,2025-11-26T18:00:00Z,72,114.8,13.0,33,975
2025_0031,2025-11-27T00:00:00Z,78,114.1,13.2,35,970
2025_0031,2025-11-27T06:00:00Z,84,113.6,13.1,35,970
2025_0031,2025-11-27T12:00:00Z,90,113.5,12.7,33,975
2025_0031,2025-11-27T18:00:00Z,96,113.3,12.4,30,980
2025_0031,2025-11-28T00:00:00Z,102,113.0,12.4,28,985
2025_0031,2025-11-28T06:00:00Z,108,112.7,12.5,25,990
2025_0031,2025-11-28T12:00:00Z,114,112.5,12.7,25,990
2025_0031,2025-11-28T18:00:00Z,120,112.3,13.0,25,990
2025_0031,2025-11-29T00:00:00Z,126,112.2,13.2,25,990
2025_0031,2025-11-29T06:00:00Z,132,112.0,13.3,23,992
2025_0031,2025-11-29T12:00:00Z,138,112.1,13.4,23,992
2025_0031,2025-11-29T18:00:00Z,144,112.2,13.8,25,990
2025_0031,2025-11-30T00:00:00Z,150,112.3,14.0,25,990
2025_0031,2025-11-30T06:00:00Z,156,112.3,14.2,25,990
2025_0031,2025-11-30T12:00:00Z,162,112.2,14.3,20,995
2025_0031,2025-11-30T18:00:00Z,168,112.0,14.5,20,995
2025_0031,2025-12-01T00:00:00Z,174,111.6,14.7,18,998
2025_0031,2025-12-01T06:00:00Z,180,111.5,14.7,15,1000
2025_0031,2025-12-01T12:00:00Z,186,111.5,14.5,15,1000
2025_0031,2025-12-01T18:00:00Z,192,111.3,14.4,15,1000
2025_0031,2025-12-02T00:00:00Z,198,111.5,14.2,13,1002
2025_0031,2025-12-02T06:00:00Z,204,111.7,14.1,13,1002
2025_0031,2025-12-02T12:00:00Z,210,111.7,13.9,13,1002
2025_0031,2025-12-02T18:00:00Z,216,111.1,13.7,13,1002
2025_0031,2025-12-03T00:00:00Z,222,110.5,13.2,13,1002
2025_0031,2025-12-03T06:00:00Z,228,109.7,13.0,10,1005
2025_0031,2025-12-03T12:00:00Z,234,108.7,12.5,10,1005
2025_0032,2025-11-25T12:00:00Z,0,98.9,5.1,13,1008
2025_0032,2025-11-25T18:00:00Z,6,98.4,5.1,15,1006
2025_0032,2025-11-26T00:00:00Z,12,98.0,5.0,18,1002
2025_0032,2025-11-26T06:00:00Z,18,97.8,4.7,18,1002
2025_0032,2025-11-26T12:00:00Z,24,98.3,4.1,15,1006
2025_0032,2025-11-26T18:00:00Z,30,99.2,3.7,15,1006
2025_0032,2025-11-27T00:00:00Z,36,99.9,3.6,15,1006
2025_0032,2025-11-27T06:00:00Z,42,100.4,3.6,15,1006
2025_0032,2025-11-27T12:00:00Z,48,101.1,3.6,15,1006
2025_0032,2025-11-27T18:00:00Z,54,101.8,3.6,13,1008
2025_0032,2025-11-28T00:00:00Z,60,103.0,3.6,13,1008
2025_0032,2025-11-28T06:00:00Z,66,103.8,3.9,15,1006
2025_0032,2025-11-28T12:00:00Z,72,104.3,4.2,15,1006
2025_0032,2025-11-28T18:00:00Z,78,105.1,4.4,15,1006
2025_0032,2025-11-29T00:00:00Z,84,106.1,4.6,15,1006
2025_0032,2025-11-29T06:00:00Z,90,106.8,4.9,15,1006
2025_0032,2025-11-29T12:00:00Z,96,107.6,5.3,13,1008
2025_0032,2025-11-29T18:00:00Z,102,108.4,5.8,13,1008
2025_0032,2025-11-30T00:00:00Z,108,108.9,6.5,13,1008
2025_0032,2025-11-30T06:00:00Z,114,109.3,7.4,13,1008
