storm_id,source_file,storm_name,timestamp,t_hours,lng,lat,wind_speed,pressure
2018-0001,CH2018BST.txt,BOLAVEN,2017-12-30T18:00:00Z,0,135.1,9.6,13,1006
2018-0001,CH2018BST.txt,BOLAVEN,2017-12-31T00:00:00Z,6,134.1,9.6,13,1006
2018-0001,CH2018BST.txt,BOLAVEN,2017-12-31T06:00:00Z,12,133.2,9.5,13,1006
2018-0001,CH2018BST.txt,BOLAVEN,2017-12-31T12:00:00Z,18,132.2,9.2,13,1006
2018-0001,CH2018BST.txt,BOLAVEN,2017-12-31T18:00:00Z,24,131.0,8.9,13,1006
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-01T00:00:00Z,30,129.8,8.8,13,1006
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-01T06:00:00Z,36,128.3,8.9,15,1004
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-01T12:00:00Z,42,126.5,9.4,15,1004
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-01T18:00:00Z,48,124.5,9.4,15,1004
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-02T00:00:00Z,54,122.5,9.3,15,1004
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-02T06:00:00Z,60,120.8,9.3,15,1004
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-02T12:00:00Z,66,119.2,9.6,15,1004
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-02T18:00:00Z,72,117.4,9.9,15,1004
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-03T00:00:00Z,78,116.0,10.4,18,1000
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-03T06:00:00Z,84,114.8,10.9,18,1000
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-03T12:00:00Z,90,113.3,11.2,18,1000
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-03T18:00:00Z,96,112.2,11.6,18,1000
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-04T00:00:00Z,102,111.0,12.3,15,1004
2018-0001,CH2018BST.txt,BOLAVEN,2018-01-04T06:00:00Z,108,109.9,12.2,10,1008
2018-0002,CH2018BST.txt,SANBA,2018-02-10T00:00:00Z,0,143.5,8.4,13,1008
2018-0002,CH2018BST.txt,SANBA,2018-02-10T06:00:00Z,6,142.3,7.7,15,1004
2018-0002,CH2018BST.txt,SANBA,2018-02-10T12:00:00Z,12,140.7,6.9,15,1004
2018-0002,CH2018BST.txt,SANBA,2018-02-10T18:00:00Z,18,139.1,6.7,15,1004
2018-0002,CH2018BST.txt,SANBA,2018-02-11T00:00:00Z,24,137.3,6.6,15,1004
2018-0002,CH2018BST.txt,SANBA,2018-02-11T06:00:00Z,30,135.9,6.7,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-11T12:00:00Z,36,134.5,7.0,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-11T18:00:00Z,42,133.1,7.2,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-12T00:00:00Z,48,131.9,7.1,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-12T06:00:00Z,54,130.7,7.0,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-12T12:00:00Z,60,128.8,7.5,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-12T18:00:00Z,66,127.4,8.4,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-13T00:00:00Z,72,126.3,9.0,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-13T06:00:00Z,78,124.7,9.2,18,1000
2018-0002,CH2018BST.txt,SANBA,2018-02-13T12:00:00Z,84,123.2,9.0,15,1004
2018-0002,CH2018BST.txt,SANBA,2018-02-13T18:00:00Z,90,122.0,8.8,13,1008
2018-0002,CH2018BST.txt,SANBA,2018-02-14T00:00:00Z,96,120.8,7.5,13,1008
2018-0002,CH2018BST.txt,SANBA,2018-02-14T06:00:00Z,102,120.3,6.6,13,1008
2018-0002,CH2018BST.txt,SANBA,2018-02-14T12:00:00Z,108,120.1,6.7,13,1008
2018-0002,CH2018BST.txt,SANBA,2018-02-14T18:00:00Z,114,119.8,7.2,13,1008
