storm_id,source_file,storm_name,timestamp,t_hours,lng,lat,wind_speed,pressure
2023-0001,CH2023BST.txt,,2023-04-11T00:00:00Z,0,126.5,13.7,13,1006
2023-0001,CH2023BST.txt,,2023-04-11T06:00:00Z,6,125.6,13.9,13,1006
2023-0001,CH2023BST.txt,,2023-04-11T12:00:00Z,12,124.4,13.9,15,1004
2023-0001,CH2023BST.txt,,2023-04-11T18:00:00Z,18,123.9,13.8,15,1004
2023-0001,CH2023BST.txt,,2023-04-12T00:00:00Z,24,123.6,13.8,15,1004
2023-0001,CH2023BST.txt,,2023-04-12T06:00:00Z,30,123.3,13.9,15,1004
2023-0001,CH2023BST.txt,,2023-04-12T12:00:00Z,36,123.0,14.0,15,1004
2023-0001,CH2023BST.txt,,2023-04-12T18:00:00Z,42,122.5,14.1,13,1006
2023-0001,CH2023BST.txt,,2023-04-13T00:00:00Z,48,121.8,14.2,13,1006
2023-0001,CH2023BST.txt,,2023-04-13T06:00:00Z,54,121.2,14.6,13,1006
2023-0002,CH2023BST.txt,SANVU,2023-04-19T00:00:00Z,0,159.5,3.4,13,1005
2023-0002,CH2023BST.txt,SANVU,2023-04-19T06:00:00Z,6,159.0,4.3,13,1005
2023-0002,CH2023BST.txt,SANVU,2023-04-19T12:00:00Z,12,158.4,5.0,13,1005
2023-0002,CH2023BST.txt,SANVU,2023-04-19T18:00:00Z,18,157.8,6.6,15,1002
2023-0002,CH2023BST.txt,SANVU,2023-04-20T00:00:00Z,24,157.6,8.1,15,1002
2023-0002,CH2023BST.txt,SANVU,2023-04-20T06:00:00Z,30,157.1,9.1,15,1002
2023-0002,CH2023BST.txt,SANVU,2023-04-20T12:00:00Z,36,156.5,9.6,18,1000
2023-0002,CH2023BST.txt,SANVU,2023-04-20T18:00:00Z,42,156.2,9.9,20,998
2023-0002,CH2023BST.txt,SANVU,2023-04-21T00:00:00Z,48,156.0,10.1,20,998
2023-0002,CH2023BST.txt,SANVU,2023-04-21T06:00:00Z,54,155.8,10.3,23,995
2023-0002,CH2023BST.txt,SANVU,2023-04-21T12:00:00Z,60,155.6,10.4,23,995
2023-0002,CH2023BST.txt,SANVU,2023-04-21T18:00:00Z,66,155.0,10.3,18,1000
2023-0002,CH2023BST.txt,SANVU,2023-04-22T00:00:00Z,72,154.2,10.3,15,1002
2023-0002,CH2023BST.txt,SANVU,2023-04-22T06:00:00Z,78,153.3,10.4,13,1005
2023-0002,CH2023BST.txt,SANVU,2023-04-22T12:00:00Z,84,152.9,10.5,13,1005
2023-0003,CH2023BST.txt,MAWAR,2023-05-19T18:00:00Z,0,149.6,5.5,15,1002
2023-0003,CH2023BST.txt,MAWAR,2023-05-20T00:00:00Z,6,149.4,5.6,15,1002
2023-0003,CH2023BST.txt,MAWAR,2023-05-20T06:00:00Z,12,149.2,5.8,15,1002
2023-0003,CH2023BST.txt,MAWAR,2023-05-20T12:00:00Z,18,149.0,6.1,18,1000
2023-0003,CH2023BST.txt,MAWAR,2023-05-20T18:00:00Z,24,149.0,6.6,23,990
2023-0003,CH2023BST.txt,MAWAR,2023-05-21T00:00:00Z,30,148.7,7.1,28,985
2023-0003,CH2023BST.txt,MAWAR,2023-05-21T06:00:00Z,36,148.4,7.4,28,985
2023-0003,CH2023BST.txt,MAWAR,2023-05-21T12:00:00Z,42,148.1,7.7,30,980
2023-0003,CH2023BST.txt,MAWAR,2023-05-21T18:00:00Z,48,147.7,8.2,35,970
2023-0003,CH2023BST.txt,MAWAR,2023-05-22T00:00:00Z,54,147.3,8.8,38,965
2023-0003,CH2023BST.txt,MAWAR,2023-05-22T06:00:00Z,60,147.0,9.4,38,965
