storm_id,source_file,storm_name,timestamp,t_hours,lng,lat,wind_speed,pressure
2019-0001,CH2019BST.txt,PABUK,2018-12-31T06:00:00Z,0,112.4,8.1,13,1004
2019-0001,CH2019BST.txt,PABUK,2018-12-31T12:00:00Z,6,111.7,7.6,13,1004
2019-0001,CH2019BST.txt,PABUK,2018-12-31T18:00:00Z,12,111.2,7.0,15,1002
2019-0001,CH2019BST.txt,PABUK,2019-01-01T00:00:00Z,18,110.7,6.5,15,1002
2019-0001,CH2019BST.txt,PABUK,2019-01-01T06:00:00Z,24,110.1,6.2,18,1000
2019-0001,CH2019BST.txt,PABUK,2019-01-01T12:00:00Z,30,109.6,6.0,18,1000
2019-0001,CH2019BST.txt,PABUK,2019-01-01T18:00:00Z,36,109.1,6.0,18,1000
2019-0001,CH2019BST.txt,PABUK,2019-01-02T00:00:00Z,42,108.6,6.0,18,1000
2019-0001,CH2019BST.txt,PABUK,2019-01-02T06:00:00Z,48,107.8,6.2,18,1000
2019-0001,CH2019BST.txt,PABUK,2019-01-02T12:00:00Z,54,106.9,6.2,20,998
2019-0001,CH2019BST.txt,PABUK,2019-01-02T18:00:00Z,60,105.7,6.2,20,998
2019-0001,CH2019BST.txt,PABUK,2019-01-03T00:00:00Z,66,105.0,6.2,20,998
2019-0001,CH2019BST.txt,PABUK,2019-01-03T06:00:00Z,72,104.3,6.3,20,998
2019-0001,CH2019BST.txt,PABUK,2019-01-03T12:00:00Z,78,103.4,6.5,23,995
2019-0001,CH2019BST.txt,PABUK,2019-01-03T18:00:00Z,84,102.5,7.2,23,995
2019-0001,CH2019BST.txt,PABUK,2019-01-04T00:00:00Z,90,101.6,7.8,25,990
2019-0001,CH2019BST.txt,PABUK,2019-01-04T06:00:00Z,96,100.6,8.1,23,995
2019-0001,CH2019BST.txt,PABUK,2019-01-04T12:00:00Z,102,99.8,8.2,20,998
2019-0001,CH2019BST.txt,PABUK,2019-01-04T18:00:00Z,108,99.2,8.3,15,1006
2019-0001,CH2019BST.txt,PABUK,2019-01-05T00:00:00Z,114,98.6,8.6,15,1006
2019-0002,CH2019BST.txt,,2019-01-18T00:00:00Z,0,141.6,7.4,10,1006
2019-0002,CH2019BST.txt,,2019-01-18T06:00:00Z,6,139.6,6.8,13,1005
2019-0002,CH2019BST.txt,,2019-01-18T12:00:00Z,12,137.9,6.8,13,1005
2019-0002,CH2019BST.txt,,2019-01-18T18:00:00Z,18,136.1,6.9,13,1005
2019-0002,CH2019BST.txt,,2019-01-19T00:00:00Z,24,134.5,6.8,13,1005
2019-0002,CH2019BST.txt,,2019-01-19T06:00:00Z,30,132.5,6.8,13,1005
2019-0002,CH2019BST.txt,,2019-01-19T12:00:00Z,36,130.4,7.0,13,1005
2019-0002,CH2019BST.txt,,2019-01-19T18:00:00Z,42,128.5,7.3,13,1005
2019-0002,CH2019BST.txt,,2019-01-20T00:00:00Z,48,127.2,7.8,13,1005
2019-0002,CH2019BST.txt,,2019-01-20T06:00:00Z,54,126.8,8.8,13,1005
2019-0002,CH2019BST.txt,,2019-01-20T12:00:00Z,60,126.8,9.7,15,1005
2019-0002,CH2019BST.txt,,2019-01-20T18:00:00Z,66,126.9,10.6,15,1005
2019-0002,CH2019BST.txt,,2019-01-21T00:00:00Z,72,126.8,11.3,15,1005
2019-0002,CH2019BST.txt,,2019-01-21T06:00:00Z,78,126.3,11.9,15,1005
2019-0002,CH2019BST.txt,,2019-01-21T12:00:00Z,84,125.7,12.3,13,1006
2019-0002,CH2019BST.txt,,2019-01-21T18:00:00Z,90,125.3,12.5,13,1006
2019-0002,CH2019BST.txt,,2019-01-22T00:00:00Z,96,124.8,12.7,13,1006
2019-0003,CH2019BST.txt,WUTIP,2019-02-18T12:00:00Z,0,162.6,5.0,13,1004
2019-0003,CH2019BST.txt,WUTIP,2019-02-18T18:00:00Z,6,161.2,5.1,13,1004
2019-0003,CH2019BST.txt,WUTIP,2019-02-19T00:00:00Z,12,159.9,5.3,13,1004
2019-0003,CH2019BST.txt,WUTIP,2019-02-19T06:00:00Z,18,158.2,4.8,15,1002
2019-0003,CH2019BST.txt,WUTIP,2019-02-19T12:00:00Z,24,156.8,4.5,15,1002
2019-0003,CH2019BST.txt,WUTIP,2019-02-19T18:00:00Z,30,155.6,4.6,18,1000
2019-0003,CH2019BST.txt,WUTIP,2019-02-20T00:00:00Z,36,154.6,4.8,23,992
2019-0003,CH2019BST.txt,WUTIP,2019-02-20T06:00:00Z,42,153.8,4.9,25,990
